Shop Type,Name,Address,Phone Number,Has Website,Opening Hours
Local Butchers,Triperie Volaitles,"91320 Wissous, France",,False,
Local Butchers,Boucherie halal Hillal,"165 Av. Rouget de Lisle, 94400 Vitry-sur-Seine, France",,False,"Monday: 9:00 AM – 8:00 PM, Tuesday: 9:00 AM – 8:00 PM, Wednesday: 9:00 AM – 8:00 PM, Thursday: 9:00 AM – 8:00 PM, Friday: 9:00 AM – 12:00 PM, 2:00 – 8:00 PM, Saturday: 9:00 AM – 8:00 PM, Sunday: 9:00 AM – 8:00 PM"
Local Butchers,Boucherie Des hauts près,"Pl. des Prés Hauts, 91370 Verrières-le-Buisson, France",01 69 30 66 23,True,"Monday: Closed, Tuesday: 8:30 AM – 1:00 PM, 3:30 – 7:30 PM, Wednesday: 8:30 AM – 1:00 PM, 3:30 – 7:30 PM, Thursday: 8:30 AM – 1:00 PM, 3:30 – 7:30 PM, Friday: 8:30 AM – 1:00 PM, 3:30 – 7:30 PM, Saturday: 8:30 AM – 1:00 PM, 3:30 – 7:30 PM, Sunday: Closed"
Local Butchers,Boucherie du Cantal,"7 Rue Ducis, 78000 Versailles, France",01 39 49 56 13,True,"Monday: Closed, Tuesday: 8:00 AM – 1:00 PM, 4:00 – 7:00 PM, Wednesday: 8:00 AM – 1:00 PM, 4:00 – 7:00 PM, Thursday: 8:00 AM – 1:00 PM, 4:00 – 7:00 PM, Friday: 8:00 AM – 1:00 PM, 4:00 – 7:00 PM, Saturday: 8:00 AM – 7:00 PM, Sunday: 7:00 AM – 1:00 PM"
Local Butchers,Boucherie Bougeard Thomas.,"Rue Ducis, 78000 Versailles, France",01 39 66 87 40,False,"Monday: Closed, Tuesday: 7:00 AM – 1:00 PM, 4:00 – 7:00 PM, Wednesday: 8:00 AM – 1:00 PM, 4:00 – 7:00 PM, Thursday: 8:00 AM – 1:00 PM, Friday: 7:00 AM – 7:00 PM, Saturday: 7:00 AM – 7:00 PM, Sunday: 7:00 AM – 1:00 PM"
Local Butchers,Pat et Dav,"17 Rue Royale, 78000 Versailles, France",01 39 50 27 77,False,"Monday: Closed, Tuesday: 8:00 AM – 1:00 PM, 3:00 – 7:00 PM, Wednesday: 8:00 AM – 1:00 PM, 3:00 – 7:00 PM, Thursday: 8:00 AM – 1:00 PM, 3:00 – 7:00 PM, Friday: 8:00 AM – 1:00 PM, 3:00 – 7:00 PM, Saturday: 8:00 AM – 1:00 PM, 3:00 – 7:00 PM, Sunday: 9:00 AM – 1:00 PM"
Local Butchers,BOUCHERIE VHS,"95 Rue du Président François Mitterrand, 91160 Longjumeau, France",,True,"Monday: Closed, Tuesday: 9:00 AM – 8:00 PM, Wednesday: 9:00 AM – 8:00 PM, Thursday: 9:00 AM – 8:00 PM, Friday: 9:00 AM – 8:00 PM, Saturday: 9:00 AM – 8:00 PM, Sunday: 9:00 AM – 8:00 PM"
Local Butchers,The Royal Butcher,"18 Rue Hébert, 250 Av. Victor Hugo, 92140 Clamart, France",01 46 42 73 42,True,"Monday: Closed, Tuesday: 8:00 AM – 1:30 PM, 3:00 – 8:00 PM, Wednesday: 8:00 AM – 1:30 PM, 3:00 – 8:00 PM, Thursday: 8:00 AM – 1:30 PM, 3:00 – 8:00 PM, Friday: 8:00 AM – 1:30 PM, 3:00 – 8:00 PM, Saturday: 8:00 AM – 1:30 PM, 3:00 – 8:00 PM, Sunday: 8:00 AM – 1:30 PM, 3:00 – 8:00 PM"
Local Butchers,Lavoisier Mathieu,"23 Av. de Savoie, 78140 Vélizy-Villacoublay, France",01 34 65 37 75,False,"Monday: Closed, Tuesday: 8:30 AM – 12:00 PM, 3:00 – 7:00 PM, Wednesday: 8:30 AM – 1:00 PM, 3:00 – 7:00 PM, Thursday: 8:30 AM – 1:00 PM, 3:00 – 7:00 PM, Friday: 8:30 AM – 1:00 PM, 3:00 – 7:00 PM, Saturday: 8:30 AM – 1:00 PM, 3:00 – 7:00 PM, Sunday: 9:30 AM – 12:00 PM"
Local Butchers,Couderc Olivier,"6 Rue Auguste Mounié, 92160 Antony, France",01 46 66 01 18,False,"Monday: Closed, Tuesday: 7:30 AM – 1:00 PM, 3:30 – 7:30 PM, Wednesday: 7:30 AM – 1:00 PM, 3:30 – 7:30 PM, Thursday: 7:30 AM – 1:00 PM, 3:30 – 7:30 PM, Friday: 7:30 AM – 1:00 PM, 3:30 – 7:30 PM, Saturday: 7:30 AM – 1:30 PM, 2:30 – 7:30 PM, Sunday: 7:30 AM – 1:30 PM"
Local Butchers,La Poularde Saint-Honoré,"23 R. des Martyrs, 75009 Paris, France",01 48 78 53 22,True,"Monday: Closed, Tuesday: 9:00 AM – 1:00 PM, 4:00 – 7:45 PM, Wednesday: 9:00 AM – 1:00 PM, 4:00 – 7:45 PM, Thursday: 9:00 AM – 1:00 PM, 4:00 – 7:45 PM, Friday: 9:00 AM – 8:00 PM, Saturday: 9:00 AM – 8:00 PM, Sunday: 9:00 AM – 1:00 PM"
Local Butchers,Amar Frères Butchers,"46 Bd Barbès, 75018 Paris, France",01 42 57 78 39,False,"Monday: 9:30 AM – 7:30 PM, Tuesday: 8:30 AM – 7:00 PM, Wednesday: 8:30 AM – 7:00 PM, Thursday: 8:30 AM – 7:00 PM, Friday: 8:30 AM – 7:00 PM, Saturday: 8:30 AM – 7:00 PM, Sunday: Closed"
Local Butchers,Le Marché de Sèvres,"140 Grande Rue, 92310 Sèvres, France",01 45 34 56 31,True,"Monday: Closed, Tuesday: 8:00 AM – 1:00 PM, 3:00 – 7:30 PM, Wednesday: 8:00 AM – 1:00 PM, 3:00 – 7:30 PM, Thursday: 8:00 AM – 1:00 PM, 3:00 – 7:30 PM, Friday: 8:00 AM – 1:00 PM, 3:00 – 7:30 PM, Saturday: 8:00 AM – 1:00 PM, 3:00 – 7:30 PM, Sunday: 8:00 AM – 5:00 PM"
Flower Shops,Boya - Fleurs & Maison,"4 Rue de l'Abbé Grégoire, 75006 Paris, France",01 45 49 09 99,True,"Monday: Closed, Tuesday: 10:00 AM – 2:00 PM, 3:00 – 8:00 PM, Wednesday: 10:00 AM – 2:00 PM, 3:00 – 7:00 PM, Thursday: 10:00 AM – 2:00 PM, 3:00 – 8:00 PM, Friday: 10:00 AM – 2:00 PM, 3:00 – 8:00 PM, Saturday: 10:00 AM – 8:00 PM, Sunday: 10:00 AM – 1:00 PM"
Flower Shops,IN THE GARDEN OF EDEN,"47 Rue Charles de Gaulle, 91440 Bures-sur-Yvette, France",01 69 07 28 75,True,"Monday: 9:30 AM – 12:30 PM, 2:30 – 7:30 PM, Tuesday: 9:30 AM – 12:30 PM, 2:30 – 7:30 PM, Wednesday: 9:30 AM – 12:30 PM, 2:30 – 7:30 PM, Thursday: 9:30 AM – 12:30 PM, 2:30 – 7:30 PM, Friday: 9:30 AM – 12:30 PM, 2:30 – 7:30 PM, Saturday: 9:00 AM – 7:30 PM, Sunday: 10:00 AM – 1:00 PM"
Flower Shops,Aoyama Flower Market,"96 Rue du Bac, 75007 Paris, France",01 43 25 24 74,True,"Monday: 10:30 AM – 7:00 PM, Tuesday: 10:30 AM – 7:00 PM, Wednesday: 10:30 AM – 7:00 PM, Thursday: 10:30 AM – 7:00 PM, Friday: 10:30 AM – 7:00 PM, Saturday: 10:30 AM – 7:00 PM, Sunday: 10:00 AM – 5:30 PM"
Flower Shops,FLASH FLOWERS WORKSHOP,"4 Rue Bausset, 75015 Paris, France",01 48 42 76 23,True,"Monday: 8:30 AM – 8:00 PM, Tuesday: 8:30 AM – 8:00 PM, Wednesday: 8:30 AM – 8:00 PM, Thursday: 8:30 AM – 8:00 PM, Friday: 8:30 AM – 8:30 PM, Saturday: 8:30 AM – 8:30 PM, Sunday: 9:00 AM – 6:00 PM"
Flower Shops,LUV BOX,"89 Rue d'Aboukir, 75002 Paris, France",07 82 19 27 24,True,"Monday: 10:00 AM – 7:30 PM, Tuesday: 10:00 AM – 7:30 PM, Wednesday: 10:00 AM – 7:30 PM, Thursday: 10:00 AM – 7:30 PM, Friday: 10:00 AM – 7:30 PM, Saturday: 10:00 AM – 7:30 PM, Sunday: Closed"
Flower Shops,Christian Morel Flowers and decoration Paris,"44 Rue Oberkampf, 75011 Paris, France",01 49 23 94 33,True,"Monday: 10:00 AM – 7:30 PM, Tuesday: 10:00 AM – 7:30 PM, Wednesday: 10:00 AM – 7:30 PM, Thursday: 10:00 AM – 7:30 PM, Friday: 10:00 AM – 7:30 PM, Saturday: 10:00 AM – 7:30 PM, Sunday: 10:00 AM – 7:30 PM"
Flower Shops,Fruit &Flowers,"20 Rue de la Victoire, 75009 Paris, France",06 83 68 73 30,True,"Monday: Open 24 hours, Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours"
Flower Shops,ADONIS FLOWERS PARIS,"142 Rue du Faubourg Poissonnière, 75010 Paris, France",01 48 78 20 65,True,"Monday: 10:00 AM – 9:00 PM, Tuesday: 9:30 AM – 9:30 PM, Wednesday: 9:30 AM – 9:30 PM, Thursday: 9:30 AM – 9:30 PM, Friday: 9:30 AM – 9:30 PM, Saturday: 9:30 AM – 9:30 PM, Sunday: 9:30 AM – 9:30 PM"
Flower Shops,At Flowers Lounge,"14 Rue Vivienne, 75002 Paris, France",01 40 15 03 19,True,"Monday: 11:00 AM – 7:00 PM, Tuesday: 10:00 AM – 7:00 PM, Wednesday: 10:00 AM – 7:00 PM, Thursday: 10:00 AM – 8:00 PM, Friday: 10:00 AM – 8:00 PM, Saturday: 10:30 AM – 7:00 PM, Sunday: Closed"
Flower Shops,The Story of a flower,"154 Rue St Denis, 75002 Paris, France",01 47 03 42 57,True,"Monday: Closed, Tuesday: 9:30 AM – 8:30 PM, Wednesday: 9:30 AM – 8:30 PM, Thursday: 9:30 AM – 8:30 PM, Friday: 9:30 AM – 8:30 PM, Saturday: 9:30 AM – 8:30 PM, Sunday: 10:00 AM – 7:00 PM"
Flower Shops,Fleurivore,"4 Rue de Belzunce, 75010 Paris, France",09 86 27 04 84,True,
Flower Shops,Les Fleurs d'Aline,"4 Rue Notre Dame de Lorette, 75009 Paris, France",01 42 81 95 89,False,"Monday: 12:00 – 8:30 PM, Tuesday: 9:00 AM – 8:30 PM, Wednesday: 9:00 AM – 8:30 PM, Thursday: 9:00 AM – 8:30 PM, Friday: 9:00 AM – 8:30 PM, Saturday: 9:00 AM – 8:30 PM, Sunday: 9:00 AM – 7:00 PM"
Flower Shops,O 'Magenta Flowers,"29 bis Bd de Magenta, 75010 Paris, France",01 40 36 15 87,True,"Monday: 8:45 AM – 8:15 PM, Tuesday: 8:45 AM – 8:15 PM, Wednesday: 8:45 AM – 8:15 PM, Thursday: 8:45 AM – 8:15 PM, Friday: 8:45 AM – 8:15 PM, Saturday: 8:30 AM – 8:30 PM, Sunday: 8:30 AM – 8:00 PM"
Flower Shops,Rock and flowers,"34 Av. du Président Kennedy, 75016 Paris, France",01 40 72 71 21,True,"Monday: 9:00 AM – 5:00 PM, Tuesday: 9:00 AM – 5:00 PM, Wednesday: 9:00 AM – 5:00 PM, Thursday: 9:00 AM – 5:00 PM, Friday: 9:00 AM – 5:00 PM, Saturday: Closed, Sunday: Closed"
Flower Shops,Luxury Flowers,"17 Rue de Châteaudun, 75009 Paris, France",01 55 32 26 14,True,"Monday: 8:00 AM – 8:00 PM, Tuesday: 8:00 AM – 8:00 PM, Wednesday: 8:00 AM – 8:00 PM, Thursday: 8:00 AM – 8:00 PM, Friday: 8:00 AM – 8:00 PM, Saturday: 10:00 AM – 8:00 PM, Sunday: Closed"
Flower Shops,IKEBANART,"49 Rue Lucien Sampaix, 75010 Paris, France",09 81 79 79 86,True,"Monday: Closed, Tuesday: 10:00 AM – 12:30 PM, 2:00 – 7:00 PM, Wednesday: 10:00 AM – 7:00 PM, Thursday: 10:00 AM – 7:00 PM, Friday: 10:00 AM – 7:00 PM, Saturday: 10:00 AM – 7:00 PM, Sunday: Closed"
Flower Shops,Rosa Luna Florist,"24 Bd Raspail, 75007 Paris, France",01 42 22 00 22,True,"Monday: 10:00 AM – 7:30 PM, Tuesday: 10:00 AM – 7:30 PM, Wednesday: 10:00 AM – 7:30 PM, Thursday: 10:00 AM – 7:30 PM, Friday: 10:00 AM – 7:30 PM, Saturday: 10:00 AM – 7:30 PM, Sunday: 10:00 AM – 2:00 PM"
Flower Shops,House of Flowers,"30 Rue des Écoles, 75005 Paris, France",01 43 29 69 46,True,"Monday: 10:00 AM – 8:00 PM, Tuesday: 9:30 AM – 8:30 PM, Wednesday: 9:30 AM – 8:30 PM, Thursday: 9:30 AM – 8:30 PM, Friday: 9:30 AM – 8:30 PM, Saturday: 9:30 AM – 8:30 PM, Sunday: 10:00 AM – 8:00 PM"
Flower Shops,Monceau Fleurs,"34 Des, Bd des Invalides, 75007 Paris, France",01 53 59 12 34,True,"Monday: 8:00 AM – 8:00 PM, Tuesday: 8:00 AM – 8:00 PM, Wednesday: 8:00 AM – 8:00 PM, Thursday: 8:00 AM – 8:00 PM, Friday: 8:00 AM – 8:30 PM, Saturday: 8:00 AM – 8:30 PM, Sunday: 8:00 AM – 7:00 PM"
Flower Shops,DESCHAMPS florist paris,"18 Av. Niel, 75017 Paris, France",01 42 27 98 94,True,"Monday: 10:00 AM – 8:00 PM, Tuesday: 9:00 AM – 8:00 PM, Wednesday: 9:00 AM – 8:00 PM, Thursday: 9:00 AM – 8:00 PM, Friday: 9:00 AM – 8:00 PM, Saturday: 10:00 AM – 8:00 PM, Sunday: Closed"
Flower Shops,The Painted Bouquet,"8th arrondissement, 75008 Paris, France",06 21 58 58 89,True,
Flower Shops,Flowered By,"14 Rue Léonard de Vinci, 75116 Paris, France",09 83 56 40 12,True,
Flower Shops,Belle Fleur - Boutique Fleuriste Paris,"26 Rue Vignon, 75009 Paris, France",01 42 33 07 61,True,"Monday: 10:00 AM – 8:00 PM, Tuesday: 10:00 AM – 8:00 PM, Wednesday: 10:00 AM – 8:00 PM, Thursday: 10:00 AM – 8:00 PM, Friday: 10:00 AM – 8:00 PM, Saturday: 10:00 AM – 7:30 PM, Sunday: Closed"
Flower Shops,Flower Island,"20 Rue Monge, 75005 Paris, France",01 40 51 88 77,False,"Monday: 9:30 AM – 6:30 PM, Tuesday: 9:30 AM – 8:00 PM, Wednesday: 9:30 AM – 8:00 PM, Thursday: 9:30 AM – 8:00 PM, Friday: 9:30 AM – 8:00 PM, Saturday: 9:30 AM – 8:00 PM, Sunday: 9:30 AM – 6:30 PM"
Flower Shops,Flower Impact - Fleuriste Paris 12,"85 bis Rue de Charenton, 75012 Paris, France",09 86 19 04 48,True,"Monday: 9:00 AM – 7:30 PM, Tuesday: 9:00 AM – 7:30 PM, Wednesday: 9:00 AM – 7:30 PM, Thursday: 9:00 AM – 7:30 PM, Friday: 9:00 AM – 8:00 PM, Saturday: 9:00 AM – 8:00 PM, Sunday: 9:00 AM – 2:00 PM"
Flower Shops,Flower Store,"32 Bd Aristide Briand, 91600 Savigny-sur-Orge, France",,True,
Flower Shops,Maison Flower,"14 Rue de l'Hôtel Colbert, 75005 Paris, France",01 44 50 00 20,True,
Flower Shops,René Veyrat Florist,"168 Bd Haussmann, 75008 Paris, France",01 45 62 37 86,True,"Monday: 8:30 AM – 7:30 PM, Tuesday: 8:30 AM – 7:30 PM, Wednesday: 8:30 AM – 7:30 PM, Thursday: 8:30 AM – 7:30 PM, Friday: 8:30 AM – 7:30 PM, Saturday: 9:00 AM – 6:00 PM, Sunday: Closed"
Flower Shops,Flower Events,"127 Av. du Général Leclerc, 91120 Palaiseau, France",,True,"Monday: 9:00 AM – 7:00 PM, Tuesday: 9:00 AM – 7:00 PM, Wednesday: 9:00 AM – 7:00 PM, Thursday: 9:00 AM – 7:00 PM, Friday: 9:00 AM – 7:00 PM, Saturday: 9:00 AM – 7:00 PM, Sunday: 9:00 AM – 1:00 PM"
Flower Shops,Le Jardin d'Auteuil,"56 Av. de la Motte-Picquet, 75015 Paris, France",01 47 34 62 88,True,"Monday: 9:00 AM – 8:30 PM, Tuesday: 9:00 AM – 8:30 PM, Wednesday: 9:00 AM – 8:30 PM, Thursday: 9:00 AM – 8:30 PM, Friday: 9:00 AM – 8:30 PM, Saturday: 9:00 AM – 9:00 PM, Sunday: 9:00 AM – 8:00 PM"
Flower Shops,Au nom de la Rose,"112 Av. Victor Hugo, 75016 Paris, France",01 45 53 53 00,True,"Monday: 10:00 AM – 2:00 PM, 3:00 – 8:00 PM, Tuesday: 9:00 AM – 9:00 PM, Wednesday: 9:00 AM – 9:00 PM, Thursday: 9:00 AM – 9:00 PM, Friday: 9:00 AM – 9:00 PM, Saturday: 9:00 AM – 9:00 PM, Sunday: 9:00 AM – 2:00 PM, 3:00 – 6:00 PM"
Flower Shops,Green lizard (Flowers),"5 Rue Beaurepaire, 75010 Paris, France",06 61 25 60 66,True,"Monday: Closed, Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Closed, Sunday: Closed"
Flower Shops,Your flowers,"5 Rue de la Renaissance, 75008 Paris, France",01 79 75 52 52,True,"Monday: 1:30 AM – 8:00 PM, Tuesday: 12:00 – 8:00 PM, Wednesday: 9:00 AM – 9:00 PM, Thursday: 12:00 – 8:00 PM, Friday: 12:00 – 8:00 PM, Saturday: 12:00 – 8:00 PM, Sunday: 12:00 – 8:00 PM"
Flower Shops,Lily of the Valley,"73 Rue Blanche, 75009 Paris, France",09 86 63 74 57,True,"Monday: 10:00 AM – 6:00 PM, Tuesday: 10:00 AM – 8:00 PM, Wednesday: 10:00 AM – 8:00 PM, Thursday: 10:00 AM – 8:00 PM, Friday: 10:00 AM – 8:00 PM, Saturday: 10:00 AM – 8:00 PM, Sunday: 10:00 AM – 6:00 PM"
Flower Shops,Maison Fleurus,"35 Rue des Archives, 75004 Paris, France",01 48 87 98 80,False,"Monday: Closed, Tuesday: 10:00 AM – 8:00 PM, Wednesday: 10:00 AM – 8:00 PM, Thursday: 10:00 AM – 8:00 PM, Friday: 10:00 AM – 8:00 PM, Saturday: 10:00 AM – 8:00 PM, Sunday: 10:00 AM – 7:00 PM"
Flower Shops,Monceau,"56 Rue de la Convention, 75015 Paris, France",01 45 77 91 91,True,"Monday: 9:00 AM – 8:00 PM, Tuesday: 9:00 AM – 8:00 PM, Wednesday: 9:00 AM – 8:00 PM, Thursday: 9:00 AM – 8:00 PM, Friday: 9:00 AM – 8:00 PM, Saturday: 9:00 AM – 8:00 PM, Sunday: 9:00 AM – 7:00 PM"
Flower Shops,Girls & Roses,"16 Pl. de la Madeleine, 75008 Paris, France",09 81 30 21 01,True,"Monday: 9:00 AM – 4:30 PM, Tuesday: 9:00 AM – 8:30 PM, Wednesday: 9:00 AM – 8:30 PM, Thursday: 9:00 AM – 8:30 PM, Friday: 9:00 AM – 8:30 PM, Saturday: 11:00 AM – 6:30 PM, Sunday: Closed"
Flower Shops,Bouquets de saison,"12 Rue Grégoire de Tours, 75006 Paris, France",09 87 35 49 72,False,"Monday: Closed, Tuesday: 10:00 AM – 7:00 PM, Wednesday: 10:00 AM – 7:00 PM, Thursday: 10:00 AM – 8:00 PM, Friday: 10:00 AM – 7:00 PM, Saturday: 10:00 AM – 8:00 PM, Sunday: 10:00 AM – 2:00 PM"
Flower Shops,Les Fleurs de Lutece,"70 Quai de l'Hôtel de ville, 75004 Paris, France",01 74 64 75 96,True,"Monday: 10:00 AM – 9:00 PM, Tuesday: 10:00 AM – 9:00 PM, Wednesday: 10:00 AM – 9:00 PM, Thursday: Closed, Friday: 10:00 AM – 9:00 PM, Saturday: 10:00 AM – 9:00 PM, Sunday: 2:00 – 9:00 PM"
Flower Shops,Flower School Catherine Muller,"1 Rue des Pyramides, 75001 Paris, France",06 81 07 57 78,True,"Monday: Closed, Tuesday: 9:30 AM – 5:30 PM, Wednesday: 9:30 AM – 5:30 PM, Thursday: 9:30 AM – 5:30 PM, Friday: 9:30 AM – 5:30 PM, Saturday: Closed, Sunday: Closed"
Flower Shops,Pensée de fleurs,"30 Rue Lecourbe, 75015 Paris, France",09 86 73 90 51,True,"Monday: Closed, Tuesday: 11:00 AM – 8:30 PM, Wednesday: 11:00 AM – 8:30 PM, Thursday: 11:00 AM – 8:30 PM, Friday: 10:30 AM – 8:30 PM, Saturday: 10:30 AM – 8:30 PM, Sunday: 11:00 AM – 5:00 PM"
Flower Shops,Flowers for Oneself,"59 R. des Martyrs, 75009 Paris, France",01 53 21 05 32,False,"Monday: Closed, Tuesday: 10:00 AM – 8:30 PM, Wednesday: 10:00 AM – 8:30 PM, Thursday: 10:00 AM – 8:30 PM, Friday: 10:00 AM – 8:30 PM, Saturday: 10:00 AM – 8:30 PM, Sunday: 10:00 AM – 2:30 PM"
Flower Shops,L'atelier floral de Julie,"42 Rue de Turenne, 75003 Paris, France",01 45 30 63 34,True,"Monday: Closed, Tuesday: 10:30 AM – 12:00 PM, 2:30 – 7:30 PM, Wednesday: Closed, Thursday: 10:30 AM – 8:00 PM, Friday: 10:30 AM – 8:00 PM, Saturday: 10:30 AM – 8:00 PM, Sunday: Closed"
Flower Shops,Eucalyptus,"5 Pl. de la Prte de Saint-Cloud, 75016 Paris, France",01 46 47 48 04,True,"Monday: Closed, Tuesday: 10:00 AM – 7:00 PM, Wednesday: 10:00 AM – 7:00 PM, Thursday: 10:00 AM – 8:00 PM, Friday: 10:00 AM – 8:00 PM, Saturday: 10:00 AM – 8:00 PM, Sunday: 10:00 AM – 1:00 PM"
Flower Shops,SYLVINE FLEURS,"98 Rue Beaubourg, 75003 Paris, France",01 42 71 31 35,True,"Monday: 2:00 – 8:00 PM, Tuesday: 9:30 AM – 8:00 PM, Wednesday: 9:30 AM – 8:00 PM, Thursday: 9:30 AM – 8:00 PM, Friday: 9:30 AM – 8:00 PM, Saturday: 9:30 AM – 8:00 PM, Sunday: Closed"
Flower Shops,Floralidulis Artisan-Fleuriste,"91940 Les Ulis, France",01 60 13 14 95,False,"Monday: Closed, Tuesday: 9:30 AM – 12:30 PM, 3:00 – 7:30 PM, Wednesday: 9:30 AM – 12:30 PM, 3:00 – 7:30 PM, Thursday: 9:30 AM – 12:30 PM, 3:00 – 7:30 PM, Friday: 9:30 AM – 12:30 PM, 3:00 – 7:30 PM, Saturday: 9:00 AM – 1:00 PM, Sunday: 9:00 AM – 7:00 PM"
Flower Shops,Le Studio. Flowers,"16 Rue Duban, 75016 Paris, France",01 40 50 61 05,True,"Monday: Closed, Tuesday: 9:30 AM – 7:30 PM, Wednesday: 9:30 AM – 7:30 PM, Thursday: 8:30 AM – 7:30 PM, Friday: 8:30 AM – 8:00 PM, Saturday: 8:30 AM – 8:00 PM, Sunday: 8:30 AM – 1:30 PM"
Flower Shops,Coffee Flower Shop,"14 Rue du Bac, 75007 Paris, France",01 73 70 62 93,True,"Monday: Closed, Tuesday: 10:00 AM – 7:00 PM, Wednesday: 10:00 AM – 7:00 PM, Thursday: 10:00 AM – 7:00 PM, Friday: 10:00 AM – 7:00 PM, Saturday: 10:00 AM – 7:00 PM, Sunday: 10:00 AM – 7:00 PM"
Flower Shops,Bleuet Coquelicot,"10 Rue de la Grange aux Belles, 75010 Paris, France",01 42 41 21 35,True,"Monday: Closed, Tuesday: 10:00 AM – 8:00 PM, Wednesday: 4:30 – 8:00 PM, Thursday: 10:00 AM – 8:00 PM, Friday: 4:30 – 8:00 PM, Saturday: 10:00 AM – 8:00 PM, Sunday: Closed"
Flower Shops,A FLOWER DAY,"77 Av. du Roule, 92200 Neuilly-sur-Seine, France",01 47 22 55 67,True,"Monday: 9:00 AM – 8:30 PM, Tuesday: 9:00 AM – 8:30 PM, Wednesday: 9:00 AM – 8:30 PM, Thursday: 9:00 AM – 8:30 PM, Friday: 9:00 AM – 8:30 PM, Saturday: 9:00 AM – 8:30 PM, Sunday: 9:00 AM – 8:30 PM"
Flower Shops,Les Fleurs de Marie-Antoinette (SARL Groszman),"Pl. de la Madeleine, 75008 Paris, France",09 83 86 24 03,True,"Monday: 9:00 AM – 8:30 PM, Tuesday: 9:00 AM – 8:30 PM, Wednesday: 9:00 AM – 8:30 PM, Thursday: 9:00 AM – 8:30 PM, Friday: 9:00 AM – 8:30 PM, Saturday: 10:00 AM – 7:00 PM, Sunday: Closed"
Flower Shops,PARIS FLEURI,"152 Rue Saint-Honoré, 75001 Paris, France",01 42 60 87 02,True,"Monday: 8:30 AM – 8:00 PM, Tuesday: 8:30 AM – 8:00 PM, Wednesday: 8:30 AM – 8:00 PM, Thursday: 8:30 AM – 8:00 PM, Friday: 8:30 AM – 8:00 PM, Saturday: 8:30 AM – 8:00 PM, Sunday: Closed"
Flower Shops,Julian,"15 Bd de la Tour-Maubourg, 75007 Paris, France",01 45 51 36 58,True,"Monday: 9:00 AM – 8:00 PM, Tuesday: 9:00 AM – 8:00 PM, Wednesday: 9:00 AM – 8:00 PM, Thursday: 9:00 AM – 8:00 PM, Friday: 9:00 AM – 8:00 PM, Saturday: 10:00 AM – 8:00 PM, Sunday: Closed"
Flower Shops,"Elyfleur, Fleuriste Paris 17 ème","82 Av. de Wagram, 75017 Paris, France",01 47 66 87 19,True,"Monday: 7:30 AM – 9:30 PM, Tuesday: 7:30 AM – 9:30 PM, Wednesday: 7:30 AM – 9:30 PM, Thursday: 7:30 AM – 9:30 PM, Friday: 7:30 AM – 9:30 PM, Saturday: 7:30 AM – 9:30 PM, Sunday: 7:30 AM – 9:30 PM"
Flower Shops,OFFICINE FLORALE,"15 Rue de Tournon, 75006 Paris, France",07 45 89 15 72,True,"Monday: 10:00 AM – 8:00 PM, Tuesday: 10:00 AM – 8:00 PM, Wednesday: 10:00 AM – 8:00 PM, Thursday: 10:00 AM – 8:00 PM, Friday: 10:00 AM – 8:00 PM, Saturday: 10:00 AM – 8:00 PM, Sunday: 10:00 AM – 6:00 PM"
Flower Shops,Tiffany Levain florist,"35 Bd Pasteur, 75015 Paris, France",01 43 06 33 36,True,"Monday: 1:30 – 8:00 PM, Tuesday: 9:30 AM – 8:00 PM, Wednesday: 9:30 AM – 8:00 PM, Thursday: 9:30 AM – 8:00 PM, Friday: 9:30 AM – 8:30 PM, Saturday: 9:30 AM – 8:30 PM, Sunday: 9:00 AM – 1:30 PM"
Flower Shops,Elenor Boutique,"4 Rue des Écoles, 75005 Paris, France",07 66 50 38 38,False,"Monday: 11:00 AM – 7:00 PM, Tuesday: 11:00 AM – 7:00 PM, Wednesday: 11:00 AM – 7:00 PM, Thursday: 11:00 AM – 7:00 PM, Friday: 11:00 AM – 7:00 PM, Saturday: 11:00 AM – 7:00 PM, Sunday: Closed"
Flower Shops,Free Flowers,"84 Bd Raspail, 75006 Paris, France",09 86 23 37 82,False,"Monday: 10:00 AM – 7:30 PM, Tuesday: 10:00 AM – 7:30 PM, Wednesday: 10:00 AM – 7:30 PM, Thursday: 10:00 AM – 7:30 PM, Friday: 10:00 AM – 7:30 PM, Saturday: 10:00 AM – 7:30 PM, Sunday: 10:00 AM – 7:30 PM"
Flower Shops,L'ARROSOIR,"80 Rue Oberkampf, 75011 Paris, France",01 43 57 15 61,True,"Monday: 10:00 AM – 8:00 PM, Tuesday: 10:00 AM – 8:00 PM, Wednesday: 10:00 AM – 8:00 PM, Thursday: 10:00 AM – 8:00 PM, Friday: 10:00 AM – 8:00 PM, Saturday: 10:00 AM – 8:00 PM, Sunday: 10:00 AM – 7:00 PM"
